20180127014458;2;1363252266742586102;0.4956842922366685;0.8401486991801965;108;33;RMSprop;0.000865835427055;0.420771494895;1;0
20180127015553;2;-6577150433456701251;0.5022156474906421;0.8488228007911011;111;25;Adam;0.00240997725616;0.089134004572;0;1
20180127120143;2;-6577150433456701251;0.49760551582629503;0.8314745975692919;49;34;Adadelta;0.916869974235;0.0596541910274;0;1
20180127122054;2;1363252266742586102;0.4504491046458815;0.8537794302830466;119;37;Adamax;0.00474283651346;0.766544893955;1;1
20180127123917;2;1363252266742586102;0.4832968280513343;0.8376703843603642;107;37;SGD;0.0133752148243;0.844598577235;1;1
20180127125749;2;-6577150433456701251;0.46891523559740483;0.8525402726700168;77;32;Adamax;0.00308876398195;0.428227805522;0;1
20180127131448;2;1363252266742586102;0.49352446098753067;0.8376703844342238;126;30;Adamax;0.00172350458478;0.254235986356;1;0
20180127131951;2;1363252266742586102;0.4801968609385626;0.8550185876560329;89;39;Adadelta;0.940251938559;0.815072663828;1;0
20180127132630;2;1363252266742586102;0.6416516942162496;0.7893432467400363;74;41;Adagrad;0.0236007301421;0.100847631268;1;1
20180127134739;2;-6577150433456701251;0.7270370161961741;0.7410161092674274;120;32;SGD;0.0063315460127;0.479435088873;0;0
20180127135245;2;-6577150433456701251;0.5070239977617985;0.8525402728362007;51;34;RMSprop;0.00202371804035;0.394354095228;0;1
20180127141228;2;-6577150433456701251;0.9943747975421513;0.6530359357853952;94;29;SGD;0.0110375827558;0.0835051616968;0;1
20180127142748;2;-6577150433456701251;0.5561114985408098;0.8153655516466096;74;34;SGD;0.0191721769017;0.0680535951026;0;0
20180127143338;2;-6577150433456701251;3.1156228727336783;0.5080545230721305;110;26;Nadam;0.0044959870526;0.607819956511;0;0
20180127143801;2;1363252266742586102;0.6669450453222906;0.7670384141740008;107;27;Adadelta;0.900575649977;0.165458034857;1;0
20180127144229;2;1363252266742586102;1.6593008986783884;0.7335811649187199;40;45;RMSprop;0.00448925296945;0.871179598732;1;0
20180127145042;2;1363252266742586102;0.47902554384394647;0.8513011154632143;73;46;Adagrad;0.0192460766867;0.837302436299;1;1
20180127151418;2;-6577150433456701251;0.8052023375935419;0.7806691452029912;65;41;Nadam;0.00444662692033;0.336588240275;0;1
